date,election_type,level,election_name,registration,registration_basis,total_turnout,total_turnout_class,turnout_pct,night_of_count,night_count_class,night_observed_at,night_pct_of_final,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source,sources_record_id
1980-08-19,Special,city,,404035,as recorded for this election,140551,certified / official canvass,34.8,140514,actual count as reported by the source,1980-08-20T03:00:00,100.0,119566,20985,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 140,551","SF Chronicle page scan (NewsBank/SFPL), 1980-08-20 p1 'Light S.F. Turnout At Polls' (Marshall Kilduff), 100 percent of ballots tallied: printed 'only 140,514 voters went to the polls'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1980-08-19
1980-11-04,General,city,,407982,as recorded for this election,268070,certified / official canvass,65.7,249291,actual count as reported by the source,1980-11-05T02:00:00,93.0,237013,31057,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1980-11-05 'S.F. VOTE' box, 100% precincts: presidential sum 249,291",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1980-11-04
1981-11-03,Municipal,city,,395213,as recorded for this election,99658,certified / official canvass,25.2,91078,actual count as reported by the source,1981-11-04T02:00:00,91.4,88783,10875,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), day-after SF VOTE table, 100% precincts reporting: Prop B (cable car fare) sum 91,078",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1981-11-03
1982-06-08,Primary,city,,344483,as recorded for this election,176381,certified / official canvass,51.2,96282,lower bound (only part of the count could be extracted; the true night count is higher),1982-06-09T03:00:00,54.6,156646,19735,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1982-06-09 'HOW SAN FRANCISCO VOTED' table, p8 of the scanned issue, table headed '64% of vote'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1982-06-08
1982-11-02,General,city,,377069,as recorded for this election,238991,certified / official canvass,63.4,230991,actual count as reported by the source,1982-11-03T04:00:00,96.7,211195,27796,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle ELECTION EXTRA edition via NewsBank page image (SFPL ezproxy), 1982-11-03",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1982-11-02
1983-04-26,Recall,city,,354104,as recorded for this election,167267,certified / official canvass,47.2,156312,actual count as reported by the source,1983-04-27T02:00:00,93.5,107973,59294,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1983-04-27 front page 'FINAL VOTE ON RECALL' box: ABSENTEES 5,690 yes / 45,343 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1983-04-26
1983-11-08,Municipal,city,,371005,as recorded for this election,170628,certified / official canvass,46.0,142709,actual count as reported by the source,1983-11-09T01:00:00,83.6,141198,29430,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle 1983-11-09 p24 'S.F. VOTE' table, 100% precincts reporting: Prop A (Recall Election) 106,762 yes / 35,947 no = 142,709 - conservative night floor",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1983-11-08
1984-06-05,Primary,city,,375799,as recorded for this election,180741,certified / official canvass,48.1,155192,lower bound (only part of the count could be extracted; the true night count is higher),1984-06-06T03:00:00,85.9,151013,29728,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 180,741","SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1984-06-06 ELECTION SPECIAL edition, p2 'HOW SAN FRANCISCO VOTED' full-page table, every citywide block at '708 of 708 precincts repo",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1984-06-05
1984-11-06,General,city,,424091,as recorded for this election,298517,certified / official canvass,70.4,282479,actual count as reported by the source,1984-11-07T01:00:00,94.6,253931,44586,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),SF Chronicle 1984-11-07 p6 'ELECTION RESULTS,SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1984-11-06
1985-11-05,Municipal,city,,399422,as recorded for this election,107920,certified / official canvass,27.0,99799,actual count as reported by the source,1985-11-06T02:00:00,92.5,84547,23373,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Mercury News via NewsBank (SFPL), 'HIGH-RISE INITIATIVE KNOCKED DOWN BY S.F. VOTERS' 1985-11-06 (0EB7270FCB474F36): 'With 706 of 709 precincts reporting, 78,115 voters or 78.3 percent opposed the mari",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1985-11-05
1986-06-03,Primary,city,,369468,as recorded for this election,146480,certified / official canvass,39.6,125143,actual count as reported by the source,1986-06-04T00:09:00,85.4,125143,21337,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 1986-06-04 p27 (docview 2233735509, page image verified): county clerk comparison quote gives 'San Francisco at 12:09 a.m.' for precinct-tally completion, 'whe",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1986-06-03
1986-11-04,General,city,,385847,as recorded for this election,236863,certified / official canvass,61.4,194787,lower bound (only part of the count could be extracted; the true night count is higher),1986-11-05T03:00:00,82.2,202055,34808,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1986-11-05 'HOW SAN FRANCISCO VOTED' full-page results table, p10 of the scanned issue",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1986-11-04
1987-04-07,Special,city,,280811,as recorded for this election,111523,certified / official canvass,39.7,101728,actual count as reported by the source,1987-04-08T02:00:00,91.2,80547,30976,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Daily Breeze (Torrance) via NewsBank (SFPL) 1987-04-08 (112EE1ADC510F388): 'unofficial results from 521 of 545 precincts, including absentee ballots, showed Pelosi with 36 percent of the ballots, or 3",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1987-04-07
1987-06-02,Special,city,,363356,as recorded for this election,93010,certified / official canvass,25.6,73822,actual count as reported by the source,1987-06-03T02:00:00,79.4,57889,35121,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Sacramento Bee via NewsBank (SFPL), 'PELOSI CAPTURES SF HOUSE SEAT' 1987-06-03 (0EB4EF507671A536): 'With all 543 precincts reporting, Pelosi received 45,770 votes, or 62 percent of the total'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1987-06-02
1987-11-03,Municipal,city,,378546,as recorded for this election,193742,certified / official canvass,51.2,176861,actual count as reported by the source,1987-11-04T02:00:00,91.3,156480,37262,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4EFBF57FB21D3): largest contest YES 82832 + NO 94029 = 176,861 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1987-11-03
1987-12-08,Runoff,city,,380852,as recorded for this election,153720,certified / official canvass,40.4,145085,actual count as reported by the source,1987-12-09T02:00:00,94.4,113400,40320,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'Agnos Is Mayor By a Landslide' day-after paper (0EB4EFD4DF2DACBC), 711 of 711 precincts: mayor sum 145,085 (Agnos 101,519 + Molinari 43,566)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1987-12-08
1988-06-07,Primary,city,,383675,as recorded for this election,185420,certified / official canvass,48.3,154564,actual count as reported by the source,1988-06-08T02:00:00,83.4,156474,28946,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'SAN FRANCISCO' results table 1988-06-08 (0EB4F08B19EDFCA0), 619 of 619 precincts reporting: Prop A S.F. School Bonds YES 124,321 + NO 30,243 = 154,564",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1988-06-07
1988-11-08,General,city,,435536,as recorded for this election,292097,certified / official canvass,67.1,252097,actual count as reported by the source,1988-11-09T01:00:00,86.3,208546,83551,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1988-11-10 (0EB4F0EB158C3BF3): election-night state 'with most votes counted, except about 40,000 absentee ballots'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1988-11-08
1989-11-07,Municipal,city,,405536,as recorded for this election,181862,certified / official canvass,44.8,171210,actual count as reported by the source,1989-11-08T01:00:00,94.1,144657,37205,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1989-11-08 (0EB4F1E1F451DBA3): night results table 621/621 precincts, Prop P China Basin Ballpark 84,618 yes / 86,592 no (the measure that lost by 1,974)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1989-11-07
1990-06-05,Primary,city,,389552,as recorded for this election,161989,certified / official canvass,41.6,128838,actual count as reported by the source,1990-06-06T02:00:00,79.5,122026,39963,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F275B3B60120): largest contest YES 84182 + NO 44656 = 128,838 at 621 of 621 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1990-06-05
1990-11-06,General,city,,409163,as recorded for this election,236413,certified / official canvass,57.8,195318,actual count as reported by the source,1990-11-07T02:00:00,82.6,181425,54988,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F2D05F2947B9): largest contest YES 122078 + NO 73240 = 195,318 at 621 of 621 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1990-11-06
1991-11-05,Municipal,city,,421919,as recorded for this election,200875,certified / official canvass,47.6,187990,actual count as reported by the source,1991-11-06T01:00:00,93.6,156090,44785,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1991-11-06 (13E41D6D56423A18): night table 628/628 precincts, mayor contest sum 187,990",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1991-11-05
1991-12-10,Runoff,city,,425316,as recorded for this election,215751,certified / official canvass,50.7,189366,actual count as reported by the source,1991-12-11T01:00:00,87.8,143839,71912,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1991-12-11 (13E41D5657CC3578): night table 627/627 precincts, Jordan 98,491 / Agnos 90,875",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1991-12-10
1992-06-02,Primary,city,,432838,as recorded for this election,182577,certified / official canvass,42.2,154916,actual count as reported by the source,1992-06-03T02:00:00,84.8,143468,39109,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F40E4FE1D147): largest contest YES 112987 + NO 41929 = 154,916 at 606 of 606 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1992-06-02
1992-11-03,General,city,,477726,as recorded for this election,329695,certified / official canvass,69.0,266868,lower bound (only part of the count could be extracted; the true night count is higher),1992-11-04T02:00:00,80.9,255071,74624,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1992-11-04 'HOW SAN FRANCISCO VOTED' box (masthead-verified Wednesday Nov 4), 513 of 609 precincts reporting: president sum 266,868",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1992-11-03
1993-06-15,Special,city,,421635,as recorded for this election,84786,certified / official canvass,20.1,79338,actual count as reported by the source,1993-06-16T01:00:00,93.6,50131,34655,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1993-06-16 (0EB4F5238AE9867C): night count Prop A 58,495 yes / 20,843 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1993-06-15
1993-11-02,General,city,,425034,as recorded for this election,158146,certified / official canvass,37.2,128880,actual count as reported by the source,1993-11-03T02:00:00,81.5,113377,44769,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Daily News of Los Angeles via NewsBank (SFPL) 1993-11-03 (0EF619F3197DEDB0): Prop BB 'all 542 precincts reporting, 65,768 voters, or 51 percent, approved... while 63,112, or 48.9 percent, opposed' = 1",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1993-11-02
1994-06-07,Primary,city,,422776,as recorded for this election,135495,certified / official canvass,32.0,110974,actual count as reported by the source,1994-06-08T01:00:00,81.9,98564,36931,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1994-06-09 (0EB4F5EC914918D5): night table 551/551 precincts, Prop A 76,181 yes / 34,793 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1994-06-07
1994-11-08,General,city,,450649,as recorded for this election,249669,certified / official canvass,55.4,,,,,175502,74167,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),documented dead end: the count crashed; no usable night release survives,SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1994-11-08
1995-11-07,Municipal,city,,417883,as recorded for this election,216735,certified / official canvass,51.9,176816,actual count as reported by the source,1995-11-08T02:00:00,81.6,152017,64718,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Mercury News via NewsBank (SFPL), 'BROWN, JORDAN SLASH INTO RUNOFF' 1995-11-08 (0EB71F0BA8326C82): 'With all precincts reporting, Brown topped the field with 61,709, or 34.9 percent of the vote'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1995-11-07
1995-12-12,Runoff,city,,425969,as recorded for this election,198326,certified / official canvass,46.6,135231,lower bound (only part of the count could be extracted; the true night count is higher),1995-12-12T22:30:00,68.2,130573,67753,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1995-12-13 (0EB4F70FC8AEDEDE): MID-NIGHT partial, 339 of 551 precincts: Brown 73,403 / Jordan 61,828 - conservative floor",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1995-12-12
1996-03-26,Primary,city,,440254,as recorded for this election,178165,certified / official canvass,40.5,106231,lower bound (only part of the count could be extracted; the true night count is higher),1996-03-27T02:00:00,59.6,126643,51522,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1996-03-27 'HOW SAN FRANCISCO VOTED' box, 400 of 650 precincts reporting: Prop B (Giants ballpark) YES 70,013 (65.9%) + NO 36,218 = 106,231",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1996-03-26
1996-11-05,General,city,,481902,as recorded for this election,298648,certified / official canvass,62.0,278872,actual count as reported by the source,1996-11-06T02:00:00,93.4,223339,75309,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F778AD67824B): largest contest YES 160787 + NO 118085 = 278,872 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1996-11-05
1997-06-03,Special,city,,411230,as recorded for this election,178948,certified / official canvass,43.5,174448,actual count as reported by the source,1997-06-04T05:00:00,97.5,129156,49792,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1997-06-04 (0EB4F7B76F4FACD0): absentees counted into predawn",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1997-06-03
1997-11-04,Municipal,city,,413355,as recorded for this election,125697,certified / official canvass,30.4,109772,actual count as reported by the source,1997-11-05T02:00:00,87.3,87352,38345,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F7DEF0A4AE98): largest contest YES 58257 + NO 51515 = 109,772 at 599 of 599 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1997-11-04
1998-06-02,Primary,city,,430794,as recorded for this election,199157,certified / official canvass,46.2,137554,lower bound (only part of the count could be extracted; the true night count is higher),1998-06-03T03:00:00,69.1,137812,61345,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1998-06-03 'HOW SAN FRANCISCO VOTED' box, Bay Area Election section, two-star (later) edition p25 of the scanned issue",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1998-06-02
1998-11-03,General,city,,448888,as recorded for this election,250719,certified / official canvass,55.9,183839,actual count as reported by the source,1998-11-04T03:00:00,73.3,183839,66880,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Examiner via ProQuest (SFPL ezproxy), 1998-11-04 p21 (docview 2195434094): 'With all the precincts in but no absentee ballots counted'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1998-11-03
1999-11-02,Municipal,city,,453151,as recorded for this election,203674,certified / official canvass,44.9,62334,lower bound (only part of the count could be extracted; the true night count is higher),1999-11-03T03:00:00,30.6,151447,52227,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1999-11-03 front page 'BAY AREA HIGHLIGHTS' box and pA22 'County-by-County Bay Area Election Results' table, final (six-star) edition",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1999-11-02
1999-12-14,Runoff,city,,467295,as recorded for this election,228247,certified / official canvass,48.8,202982,actual count as reported by the source,1999-12-15T02:00:00,88.9,154357,73890,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"AP News Service via NewsBank (SFPL), 'Brown Re-Elected in San Francisco' 1999-12-15 (1416CAE24B18C648): 'With all but one of the 645 precincts reporting today, Brown had 120,731 votes or 59.4 percent",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1999-12-14
2000-03-07,Primary,city,,468198,as recorded for this election,210229,certified / official canvass,44.9,175673,actual count as reported by the source,2000-03-08T02:00:00,83.6,155955,54274,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 / SOV sf000307.xls (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F911DFCBFDCC): largest contest YES 55086 + NO 120587 = 175,673 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2000-03-07
2000-11-07,General,city,,486636,as recorded for this election,324031,certified / official canvass,66.6,251382,lower bound (only part of the count could be extracted; the true night count is higher),2000-11-08T03:00:00,77.6,241234,82797,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 2000-11-08 p14 'HOW SAN FRANCISCO VOTED' county table (operator-directed hunt, page image hand-read 2026-07-07): PRESIDENT block, '59",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2000-11-07
2000-12-12,Runoff,city,,398234,as recorded for this election,129629,certified / official canvass,32.6,38445,lower bound (only part of the count could be extracted; the true night count is higher),2000-12-12T20:30:00,29.7,81670,47959,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2000-12-13 pA6 (docview 2206415258, image-verified): 'With 38,445 ballots counted, Daly had won 76 percent to Dittenhafer's 23 percent' at 8:30 PM election nig",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2000-12-12
2001-11-06,Municipal,city,,452543,as recorded for this election,134024,certified / official canvass,29.6,107927,actual count as reported by the source,2001-11-07T02:00:00,80.5,96876,37148,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EFA4E27C2E6192C): largest contest YES 54898 + NO 53029 = 107,927 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2001-11-06
2001-12-11,Runoff,city,,453961,as recorded for this election,75267,certified / official canvass,16.6,66000,actual count as reported by the source,2001-12-12T01:00:00,87.7,44294,30973,recovered canvass records (data/sf_archival_canvass_points.csv),"post-certification results page capture 2002-02-14 (75,267)","SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 2001-12-12 pA24 'Herrera wins city attorney runoff' jump from the pA23 Bay Area front",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2001-12-11
2002-03-05,Primary,city,,440016,as recorded for this election,150249,certified / official canvass,34.1,85801,lower bound (only part of the count could be extracted; the true night count is higher),2002-03-05T23:00:00,57.1,98669,51580,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-03-06 p7 'MARCH 5 RESULTS (Reported as of 11:00 p.m.)'","DOE SOV sf020305.xls (mirror/doe-archives), sheet 'Propositions'","DOE SOV sf020305.xls (mirror/doe-archives), sheet 'Propositions'",2002-03-05
2002-11-05,General,city,,449508,as recorded for this election,225102,certified / official canvass,50.1,169484,lower bound (only part of the count could be extracted; the true night count is higher),2002-11-06T03:00:00,75.3,159645,65457,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-11-06 p4","DOE SOV sf021105.xls (mirror/doe-archives), sheet 'PROPOSITIONS'","DOE SOV sf021105.xls (mirror/doe-archives), sheet 'PROPOSITIONS'",2002-11-05
2002-12-10,Runoff,city,,93537,as recorded for this election,35897,certified / official canvass,38.4,15022,lower bound (only part of the count could be extracted; the true night count is higher),2002-12-11T03:00:00,41.8,19079,16818,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-12-11 'Dufty, Ma win runoff' (docview 2206420768): the election-night results-board photograph shows a partial 15,022",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2002-12-10
2003-10-07,Special,city,,454929,as recorded for this election,269143,certified / official canvass,59.2,233233,lower bound (only part of the count could be extracted; the true night count is higher),2003-10-08T02:28:00,86.7,187647,81496,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"CNN recall results county page mirroring the official feed, Wayback capture 2003-10-10",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2003-10-07
2003-11-04,Municipal,city,,459213,as recorded for this election,209723,certified / official canvass,45.7,177650,actual count as reported by the source,2003-11-05T02:00:00,84.7,140010,69713,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'ELECTION RESULTS",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2003-11-04
2003-12-09,Runoff,city,,466127,as recorded for this election,253872,certified / official canvass,54.5,225681,lower bound (only part of the count could be extracted; the true night count is higher),2003-12-10T03:00:00,88.9,162673,91199,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"AP News Service via NewsBank (SFPL), 'Democrat Newsom Wins S.F. Mayoral Vote' 2003-12-10: 'With all precincts reporting, Newsom... received 118,651 votes, or 53 percent, to 107,030 votes, or 47 percen",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2003-12-09
2004-03-02,Primary,city,,448948,as recorded for this election,190828,certified / official canvass,42.5,143244,actual count as reported by the source,2004-03-03T02:00:00,75.1,120104,70724,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2004-03-03 results box, SAN FRANCISCO column, 577 of 577 precincts reporting (complete night release): Measure H (public education fund) YES 101,657 + NO 4",https://elections.cdn.sos.ca.gov/sov/2004-primary/voter_part_by_county.pdf,https://elections.cdn.sos.ca.gov/sov/2004-primary/voter_part_by_county.pdf,2004-03-02
2004-11-02,General,city,,486937,as recorded for this election,361822,certified / official canvass,74.3,271058,actual count as reported by the source,2004-11-02T22:52:00,74.9,226354,135468,recovered canvass records (data/sf_archival_canvass_points.csv),CA SoS SOV voter participation stats (certified),https://web.archive.org/web/20041104022244/http://www.sfgov.org:80/site/uploadedfiles/election/nstats.htm,https://elections.cdn.sos.ca.gov/sov/2004-general/sov_pref_pg7_8_voter_participation_stats.pdf,https://elections.cdn.sos.ca.gov/sov/2004-general/sov_pref_pg7_8_voter_participation_stats.pdf,2004-11-02
2005-11-08,Special,city,,428481,as recorded for this election,229714,certified / official canvass,53.6,153606,actual count as reported by the source,2005-11-09T02:00:00,66.9,136897,92817,recovered canvass records (data/sf_archival_canvass_points.csv),"PR_FinalNov8thElectionResults2.pdf (certified, Dec 7 2005)","SF Chronicle via NewsBank (SFPL), 'ELECTION 2005 RESULTS",https://elections.cdn.sos.ca.gov/sov/2005-special/sov_pref_pgvi_vii_voter_participation_stats.pdf,https://elections.cdn.sos.ca.gov/sov/2005-special/sov_pref_pgvi_vii_voter_participation_stats.pdf,2005-11-08
