date,election_type,registration,total_turnout,night_of_count,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source
2014-06-03,Primary,435757,129399,90262,39406,89993,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20140603/,"SF Examiner via ProQuest (SFPL ezproxy), 2014-06-04 (docview 2069648911): Prop B (waterfront height limits) 53,636 + 36,626 = 90,262 at '100 percent of precincts reporting' in the morning-after editio",https://elections.cdn.sos.ca.gov/sov/2014-primary/pdf/03-voter-particpiation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2014-primary/pdf/03-voter-particpiation-stats-by-county.pdf
2014-11-04,General,436019,231214,162539,94995,136219,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20141104/,https://web.archive.org/web/20141105160259/http://www.sfelections.org/results/20141104/index.php,https://elections.cdn.sos.ca.gov/sov/2014-general/pdf/03-voter-particpiation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2014-general/pdf/03-voter-particpiation-stats-by-county.pdf
2015-11-03,Municipal,446828,203069,140946,77274,125795,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20151104 (reported 2015-11-04T00:00:00),SF Dept. of Elections per-release certified results (final release 20151113),SF Dept. of Elections per-release certified results (final release 20151113)
2016-06-07,Primary,468238,264993,193038,105039,159954,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20160608 (reported 2016-06-08T00:00:00),SF Dept. of Elections per-release certified results (final release 20160621),SF Dept. of Elections per-release certified results (final release 20160621)
2016-11-08,General,513573,414528,274207,151437,263091,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20161108_4 (reported 2016-11-09T00:01:46),SF Dept. of Elections per-release certified results (final release 20161201),SF Dept. of Elections per-release certified results (final release 20161201)
2018-06-05,Primary,478113,253583,154290,89756,163827,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20180605_4 (reported 2018-06-06T00:10:36),SF Dept. of Elections per-release certified results (final release 20180621),SF Dept. of Elections per-release certified results (final release 20180621)
2018-11-06,General,500516,372848,221151,127886,244962,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20181106_4 (reported 2018-11-07T01:00:13),SF Dept. of Elections per-release certified results (final release 20181126),SF Dept. of Elections per-release certified results (final release 20181126)
2019-11-05,Municipal,495050,206122,115183,59428,146694,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20191105_4 (reported 2019-11-06T00:32:09),SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2020-03-03,Primary,503899,305184,144667,107184,198000,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20200303_4 (reported 2020-03-04T00:53:02),SF Dept. of Elections per-release certified results (final release 20200326),SF Dept. of Elections per-release certified results (final release 20200326)
2020-11-03,General,521099,449866,352537,38455,411411,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20201103_4 (reported 2020-11-04T00:44:46),SF Dept. of Elections per-release certified results (final release 20201201),SF Dept. of Elections per-release certified results (final release 20201201)
2021-09-14,Recall,501919,341055,268285,28836,312219,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20210914_4 (reported 2021-09-14T23:27:42),SF Dept. of Elections per-release certified results (final release 20211005),SF Dept. of Elections per-release certified results (final release 20211005)
2022-02-15,Special,499771,179981,130302,11912,168069,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220215_3 (reported 2022-02-15T22:37:11),SF Dept. of Elections per-release certified results (final release 20220223),SF Dept. of Elections per-release certified results (final release 20220223)
2022-04-19,Special,268722,78764,61965,3715,75049,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220419_2 (reported 2022-04-19T21:43:13),SF Dept. of Elections per-release certified results (final release 20220427),SF Dept. of Elections per-release certified results (final release 20220427)
2022-06-07,Primary,495498,229229,127926,22180,207049,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220607_3 (reported 2022-06-07T22:37:26),SF Dept. of Elections per-release certified results (final release 20220621),SF Dept. of Elections per-release certified results (final release 20220621)
2022-11-08,General,497561,310071,158200,35595,274476,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20221108_4 (reported 2022-11-09T00:01:28),SF Dept. of Elections per-release certified results (final release 20221129),SF Dept. of Elections per-release certified results (final release 20221129)
2024-03-05,Primary,500856,233465,104760,27929,205536,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20240305_4 (reported 2024-03-05T23:43:56),SF Dept. of Elections per-release certified results (final release 20240321),SF Dept. of Elections per-release certified results (final release 20240321)
2024-11-05,General,522265,412231,234453,58688,353543,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20241105_4 (reported 2024-11-06T00:30:46),SF Dept. of Elections per-release certified results (final release 20241203),SF Dept. of Elections per-release certified results (final release 20241203)
2025-09-16,Recall,50273,21542,16485,1170,20372,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20250916_2 (reported 2025-09-16T22:43:53),SF Dept. of Elections per-release certified results (final release 20250925),SF Dept. of Elections per-release certified results (final release 20250925)
2025-11-04,Special,531310,295232,196007,28328,266904,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20251104_2 (reported 2025-11-04T23:25:03),SF Dept. of Elections per-release certified results (final release 20251203),SF Dept. of Elections per-release certified results (final release 20251203)
2026-06-02,Primary,533546,271520,125086,30931,240589,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20260602_4 (reported 2026-06-03T00:18:40),SF Dept. of Elections per-release certified results (final release 20260625),SF Dept. of Elections per-release certified results (final release 20260625)
